,M
2327,-10490
2328,-10286
2329,-9855
2330,-9193
2331,-8314
2332,-7217
2333,-5929
2334,-4453
2335,-2826
2336,-1057
2337,818
2338,2776
2339,4780
2340,6812
2341,8817
2342,10794
2343,12676
2344,14467
2345,16112
2346,17596
2347,18898
2348,19982
2349,20851
2350,21466
2351,21843
2352,21945
2353,21806
2354,21389
2355,20731
2356,19825
2357,18687
2358,17335
2359,15793
2360,14071
2361,12214
2362,10229
2363,8156
2364,6022
2365,3855
2366,1685
2367,-459
2368,-2547
2369,-4561
2370,-6462
2371,-8245
2372,-9881
2373,-11353
2374,-12663
2375,-13777
2376,-14716
2377,-15454
2378,-16010
2379,-16379
2380,-16573
2381,-16594
2382,-16471
2383,-16199
2384,-15816
2385,-15319
2386,-14748
2387,-14105
2388,-13425
2389,-12715
2390,-12005
2391,-11303
2392,-10633
2393,-10003
2394,-9430
2395,-8920
2396,-8482
2397,-8117
2398,-7832
2399,-7620
2400,-7479
2401,-7402
2402,-7378
2403,-7404
2404,-7447
2405,-7522
2406,-7575
2407,-7632
2408,-7634
2409,-7597
2410,-7485
2411,-7286
2412,-6991
2413,-6585
2414,-6053
2415,-5392
2416,-4597
2417,-3656
2418,-2591
2419,-1376
2420,-46
2421,1410
2422,2961
2423,4612
2424,6318
2425,8088
2426,9871
2427,11662
2428,13428
2429,15139
2430,16776
2431,18305
2432,19709
2433,20951
2434,22023
2435,22890
2436,23546
2437,23965
2438,24149
2439,24071
2440,23747
2441,23159
2442,22322
2443,21239
2444,19920
2445,18385
2446,16646
2447,14731
2448,12661
2449,10468
2450,8172
2451,5821
2452,3423
2453,1042
2454,-1322
2455,-3612
2456,-5807
2457,-7879
2458,-9793
2459,-11533
2460,-13068
2461,-14388
2462,-15468
2463,-16311
2464,-16896
2465,-17228
2466,-17306
2467,-17137
2468,-16728
2469,-16095
2470,-15255
2471,-14225
2472,-13033
2473,-11699
2474,-10255
2475,-8727
2476,-7148
2477,-5543
2478,-3946
2479,-2387
2480,-890
2481,514
2482,1804
2483,2962
2484,3957
2485,4790
2486,5432
2487,5893
2488,6151
2489,6222
2490,6091
2491,5786
2492,5293
2493,4652
2494,3854
2495,2940
2496,1912
2497,808
2498,-355
2499,-1553
2500,-2757
2501,-3942
2502,-5091
2503,-6166
2504,-7165
2505,-8049
2506,-8816
2507,-9441
2508,-9921
2509,-10240
2510,-10395
2511,-10392
2512,-10214
2513,-9890
2514,-9403
2515,-8784
2516,-8031
2517,-7172
2518,-6213
2519,-5184
2520,-4093
2521,-2977
2522,-1838
2523,-721
2524,384
2525,1426
2526,2411
2527,3308
2528,4110
2529,4805
2530,5382
2531,5834
2532,6163
2533,6363
2534,6438
2535,6403
2536,6244
2537,6003
2538,5664
2539,5262
2540,4807
2541,4314
2542,3811
2543,3306
2544,2832
2545,2392
2546,2021
2547,1721
2548,1517
2549,1416
2550,1432
2551,1568
2552,1835
2553,2228
2554,2749
2555,3393
2556,4150
2557,5011
2558,5963
2559,6981
2560,8057
2561,9160
2562,10274
2563,11370
2564,12426
2565,13413
2566,14311
2567,15090
2568,15727
2569,16210
2570,16501
2571,16605
2572,16488
2573,16152
2574,15587
2575,14785
2576,13753
2577,12489
2578,11008
2579,9314
2580,7436
2581,5376
2582,3177
2583,844
2584,-1576
2585,-4064
2586,-6588
2587,-9102
2588,-11594
2589,-14006
2590,-16325
2591,-18510
2592,-20526
2593,-22361
2594,-23968
2595,-25343
2596,-26458
2597,-27297
2598,-27856
2599,-28118
2600,-28091
2601,-27769
2602,-27159
2603,-26277
2604,-25125
2605,-23738
2606,-22118
2607,-20309
2608,-18316
2609,-16192
2610,-13945
2611,-11623
2612,-9251
2613,-6861
2614,-4489
2615,-2160
2616,93
2617,2244
2618,4268
2619,6145
2620,7853
2621,9383
2622,10713
2623,11848
2624,12771
2625,13492
2626,14009
2627,14327
2628,14459
2629,14421
2630,14215
2631,13882
2632,13412
2633,12852
2634,12211
2635,11508
2636,10780
2637,10031
2638,9293
2639,8583
2640,7915
2641,7312
2642,6777
2643,6332
2644,5970
2645,5713
2646,5547
2647,5482
2648,5508
2649,5616
2650,5808
2651,6051
2652,6362
2653,6686
2654,7049
2655,7395
2656,7738
2657,8027
2658,8285
2659,8447
2660,8549
2661,8527
2662,8411
2663,8163
2664,7793
2665,7286
2666,6647
2667,5873
2668,4979
2669,3957
2670,2832
2671,1610
2672,305
2673,-1053
2674,-2462
2675,-3882
2676,-5306
2677,-6700
2678,-8044
2679,-9316
2680,-10496
2681,-11552
2682,-12482
2683,-13247
2684,-13852
2685,-14273
2686,-14502
2687,-14535
2688,-14373
2689,-14006
2690,-13455
2691,-12709
2692,-11797
2693,-10722
2694,-9509
2695,-8175
2696,-6743
2697,-5241
2698,-3692
2699,-2128
2700,-570
2701,943
2702,2398
2703,3750
2704,4991
2705,6086
2706,7020
2707,7773
2708,8331
2709,8677
2710,8818
2711,8727
2712,8435
2713,7910
2714,7196
2715,6276
2716,5184
2717,3932
2718,2539
2719,1041
2720,-551
2721,-2193
2722,-3865
2723,-5530
2724,-7164
2725,-8728
2726,-10200
2727,-11545
2728,-12743
2729,-13766
2730,-14597
2731,-15207
2732,-15605
2733,-15749
2734,-15666
2735,-15321
2736,-14747
2737,-13921
2738,-12878
2739,-11610
2740,-10156
2741,-8511
2742,-6724
2743,-4803
2744,-2781
2745,-696
2746,1444
2747,3578
2748,5704
2749,7770
2750,9763
2751,11642
2752,13396
2753,14987
2754,16409
2755,17636
2756,18654
2757,19465
2758,20043
2759,20410
2760,20537
2761,20466
2762,20163
2763,19682
2764,19001
2765,18159
2766,17172
2767,16049
2768,14830
2769,13524
2770,12161
2771,10762
2772,9355
2773,7954
2774,6587
2775,5270
2776,4017
2777,2850
2778,1770
2779,796
2780,-70
2781,-831
2782,-1468
2783,-2014
2784,-2440
2785,-2786
2786,-3039
2787,-3223
2788,-3350
2789,-3432
2790,-3492
2791,-3538
2792,-3593
2793,-3672
2794,-3787
2795,-3958
2796,-4192
2797,-4502
2798,-4895
2799,-5381
2800,-5956
2801,-6624
2802,-7388
2803,-8224
2804,-9153
2805,-10130
2806,-11168
2807,-12236
2808,-13320
2809,-14400
2810,-15458
2811,-16461
2812,-17401
2813,-18241
2814,-18970
2815,-19560
2816,-19993
2817,-20250
2818,-20320
2819,-20179
2820,-19833
2821,-19258
2822,-18462
2823,-17443
2824,-16200
2825,-14747
2826,-13095
2827,-11252
2828,-9244
2829,-7090
2830,-4816
2831,-2445
2832,-9
2833,2462
2834,4935
2835,7380
2836,9762
2837,12055
2838,14219
2839,16235
2840,18066
2841,19697
2842,21097
2843,22257
2844,23156
2845,23783
2846,24141
2847,24210
2848,24014
2849,23536
2850,22809
2851,21827
2852,20626
2853,19208
2854,17619
2855,15865
2856,13991
2857,12019
2858,9982
2859,7917
2860,5848
2861,3813
2862,1840
2863,-41
2864,-1807
2865,-3424
2866,-4889
2867,-6161
2868,-7248
2869,-8120
2870,-8785
2871,-9235
2872,-9467
2873,-9492
2874,-9320
2875,-8949
2876,-8426
2877,-7724
2878,-6909
2879,-5971
2880,-4955
2881,-3873
2882,-2761
2883,-1634
2884,-533
2885,533
2886,1529
2887,2441
2888,3245
2889,3928
2890,4472
2891,4868
2892,5114
2893,5192
2894,5121
2895,4883
2896,4501
2897,3974
2898,3316
2899,2545
2900,1672
2901,720
2902,-290
2903,-1344
2904,-2409
2905,-3475
2906,-4511
2907,-5500
2908,-6427
2909,-7262
2910,-8006
2911,-8625
2912,-9129
2913,-9491
2914,-9720
2915,-9804
2916,-9752
2917,-9554
2918,-9239
2919,-8787
2920,-8242
2921,-7592
2922,-6867
2923,-6083
2924,-5255
2925,-4404
2926,-3556
2927,-2721
2928,-1928
2929,-1189
2930,-524
2931,55
2932,526
2933,894
2934,1133
2935,1252
2936,1242
2937,1108
2938,848
2939,476
2940,1
2941,-568
2942,-1212
2943,-1910
2944,-2654
2945,-3405
2946,-4158
2947,-4879
2948,-5551
2949,-6146
2950,-6649
2951,-7033
2952,-7278
2953,-7384
2954,-7306
2955,-7069
2956,-6635
2957,-6015
2958,-5210
2959,-4207
2960,-3036
2961,-1682
2962,-186
2963,1468
2964,3220
2965,5089
2966,7009
2967,8983
2968,10967
2969,12929
2970,14852
2971,16682
2972,18415
2973,19995
2974,21419
2975,22642
2976,23648
2977,24422
2978,24934
2979,25182
2980,25157
2981,24840
2982,24248
2983,23374
2984,22223
2985,20820
2986,19164
2987,17288
2988,15208
2989,12950
2990,10548
2991,8024
2992,5420
2993,2763
2994,89
2995,-2567
2996,-5175
2997,-7694
2998,-10108
2999,-12369
3000,-14470
3001,-16374
3002,-18066
3003,-19534
3004,-20757
3005,-21731
3006,-22455
3007,-22917
3008,-23138
3009,-23105
3010,-22849
3011,-22364
3012,-21685
3013,-20820
3014,-19797
3015,-18637
3016,-17367
3017,-16008
3018,-14592
3019,-13143
3020,-11681
3021,-10241
3022,-8832
3023,-7483
3024,-6211
3025,-5027
3026,-3952
3027,-2980
3028,-2142
3029,-1410
3030,-812
3031,-329
3032,41
3033,303
3034,476
3035,565
3036,589
3037,560
3038,507
3039,430
3040,360
3041,311
3042,292
3043,333
3044,435
3045,607
3046,884
3047,1227
3048,1696
3049,2239
3050,2897
3051,3635
3052,4469
3053,5369
3054,6342
3055,7355
3056,8405
3057,9466
3058,10523
3059,11547
3060,12531
3061,13438
3062,14263
3063,14971
3064,15557
3065,15994
3066,16274
3067,16383
3068,16311
3069,16056
3070,15606
3071,14972
3072,14148
3073,13154
3074,11984
3075,10668
3076,9213
3077,7638
3078,5975
3079,4238
3080,2452
3081,661
3082,-1139
3083,-2880
3084,-4574
3085,-6165
3086,-7640
3087,-8981
3088,-10146
3089,-11143
3090,-11935
3091,-12517
3092,-12885
3093,-13025
3094,-12943
3095,-12638
3096,-12118
3097,-11392
3098,-10476
3099,-9387
3100,-8145
3101,-6778
3102,-5302
3103,-3757
3104,-2162
3105,-554
3106,1043
3107,2588
3108,4067
3109,5437
3110,6679
3111,7770
3112,8682
3113,9403
3114,9917
3115,10206
3116,10275
3117,10106
3118,9712
3119,9093
3120,8254
3121,7218
3122,5989
3123,4597
3124,3058
3125,1401
3126,-352
3127,-2161
3128,-4010
3129,-5858
3130,-7678
3131,-9444
3132,-11114
3133,-12679
3134,-14096
3135,-15353
3136,-16424
3137,-17297
3138,-17953
3139,-18385
3140,-18589
3141,-18552
3142,-18298
3143,-17798
3144,-17103
3145,-16184
3146,-15091
3147,-13815
3148,-12399
3149,-10850
3150,-9205
3151,-7475
3152,-5703
3153,-3904
3154,-2105
3155,-340
3156,1383
3157,3019
3158,4574
3159,6007
3160,7318
3161,8489
3162,9508
3163,10380
3164,11085
3165,11644
3166,12040
3167,12298
3168,12415
3169,12403
3170,12286
3171,12064
3172,11772
3173,11409
3174,11011
3175,10577
3176,10147
3177,9719
3178,9319
3179,8960
3180,8653
3181,8408
3182,8235
3183,8136
3184,8116
3185,8175
3186,8307
3187,8507
3188,8769
3189,9077
3190,9419
3191,9787
3192,10149
3193,10504
3194,10818
3195,11084
3196,11274
3197,11375
3198,11362
3199,11230
3200,10953
3201,10529
3202,9937
3203,9183
3204,8252
3205,7150
3206,5878
3207,4443
3208,2855
3209,1125
3210,-728
3211,-2685
3212,-4725
3213,-6822
3214,-8953
3215,-11083
3216,-13194
3217,-15240
3218,-17212
3219,-19058
3220,-20770
3221,-22308
3222,-23650
3223,-24780
3224,-25665
3225,-26304
3226,-26674
3227,-26766
3228,-26584
3229,-26113
3230,-25373
3231,-24357
3232,-23085
3233,-21569
3234,-19832
3235,-17892
3236,-15780
3237,-13516
3238,-11145
3239,-8681
3240,-6174
3241,-3646
3242,-1137
3243,1319
3244,3696
3245,5955
3246,8075
3247,10024
3248,11785
3249,13332
3250,14654
3251,15738
3252,16574
3253,17161
3254,17497
3255,17588
3256,17439
3257,17071
3258,16484
3259,15717
3260,14771
3261,13687
3262,12475
3263,11179
3264,9812
3265,8408
3266,7002
3267,5604
3268,4262
3269,2979
3270,1796
3271,717
3272,-227
3273,-1038
3274,-1686
3275,-2182
3276,-2511
3277,-2677
3278,-2686
3279,-2534
3280,-2249
3281,-1823
3282,-1288
3283,-654
3284,64
3285,832
3286,1642
3287,2468
3288,3279
3289,4073
3290,4801
3291,5478
3292,6053
3293,6536
3294,6902
3295,7138
3296,7249
3297,7215
3298,7051
3299,6742
3300,6306
3301,5747
3302,5067
3303,4297
3304,3431
3305,2502
3306,1523
3307,508
3308,-509
3309,-1521
3310,-2504
3311,-3430
3312,-4296
3313,-5068
3314,-5747
3315,-6305
3316,-6745
3317,-7047
3318,-7217
3319,-7248
3320,-7139
3321,-6902
3322,-6534
3323,-6057
3324,-5473
3325,-4806
3326,-4069
3327,-3281
3328,-2467
3329,-1642
3330,-833
3331,-63
3332,654
3333,1286
3334,1826
3335,2247
3336,2535
3337,2687
3338,2673
3339,2516
3340,2177
3341,1691
3342,1034
3343,230
3344,-719
3345,-1794
3346,-2981
3347,-4259
3348,-5608
3349,-6998
3350,-8411
3351,-9810
3352,-11180
3353,-12476
3354,-13684
3355,-14775
3356,-15712
3357,-16489
3358,-17067
3359,-17442
3360,-17587
3361,-17496
3362,-17162
3363,-16574
3364,-15738
3365,-14653
3366,-13334
3367,-11783
3368,-10026
3369,-8074
3370,-5954
3371,-3698
3372,-1318
3373,1137
3374,3646
3375,6174
3376,8681
3377,11144
3378,13517
3379,15781
3380,17889
3381,19835
3382,21566
3383,23088
3384,24356
3385,25372
3386,26115
3387,26582
3388,26768
3389,26673
3390,26304
3391,25666
3392,24779
3393,23651
3394,22307
3395,20770
3396,19060
3397,17209
3398,15243
3399,13192
3400,11083
3401,8955
3402,6819
3403,4729
3404,2680
3405,732
3406,-1128
3407,-2853
3408,-4443
3409,-5879
3410,-7150
3411,-8252
3412,-9183
3413,-9937
3414,-10529
3415,-10952
3416,-11231
3417,-11362
3418,-11375
3419,-11274
3420,-11083
3421,-10819
3422,-10504
3423,-10149
3424,-9786
3425,-9419
3426,-9079
3427,-8766
3428,-8510
3429,-8305
3430,-8175
3431,-8117
3432,-8136
3433,-8235
3434,-8407
3435,-8654
3436,-8958
3437,-9322
3438,-9718
3439,-10146
3440,-10579
3441,-11009
3442,-11410
3443,-11771
3444,-12065
3445,-12286
3446,-12403
3447,-12415
3448,-12297
3449,-12041
3450,-11643
3451,-11087
3452,-10377
3453,-9512
3454,-8484
3455,-7322
3456,-6006
3457,-4573
3458,-3022
3459,-1378
3460,336
3461,2106
3462,3906
3463,5698
3464,7482
3465,9199
3466,10854
3467,12396
3468,13818
3469,15089
3470,16186
3471,17099
3472,17803
3473,18293
3474,18557
3475,18586
3476,18385
3477,17954
3478,17295
3479,16426
3480,15351
3481,14098
3482,12677
3483,11117
3484,9440
3485,7681
3486,5856
3487,4012
3488,2161
3489,350
3490,-1399
3491,-3060
3492,-4594
3493,-5992
3494,-7215
3495,-8257
3496,-9091
3497,-9713
3498,-10106
3499,-10274
3500,-10208
3501,-9914
3502,-9406
3503,-8679
3504,-7772
3505,-6678
3506,-5438
3507,-4065
3508,-2591
3509,-1040
3510,552
3511,2163
3512,3756
3513,5304
3514,6776
3515,8146
3516,9387
3517,10475
3518,11393
3519,12119
3520,12636
3521,12945
3522,13024
3523,12885
3524,12518
3525,11935
3526,11140
3527,10151
3528,8978
3529,7640
3530,6169
3531,4567
3532,2888
3533,1131
3534,-654
3535,-2456
3536,-4237
3537,-5972
3538,-7644
3539,-9208
3540,-10670
3541,-11984
3542,-13152
3543,-14151
3544,-14971
3545,-15606
3546,-16056
3547,-16310
3548,-16385
3549,-16273
3550,-15995
3551,-15556
3552,-14972
3553,-14261
3554,-13440
3555,-12530
3556,-11547
3557,-10525
3558,-9462
3559,-8409
3560,-7352
3561,-6343
3562,-5369
3563,-4469
3564,-3635
3565,-2896
3566,-2242
3567,-1690
3568,-1235
3569,-876
3570,-613
3571,-433
3572,-331
3573,-296
3574,-308
3575,-361
3576,-431
3577,-505
3578,-562
3579,-588
3580,-566
3581,-474
3582,-306
3583,-39
3584,328
3585,812
3586,1412
3587,2138
3588,2984
3589,3948
3590,5030
3591,6210
3592,7482
3593,8835
3594,10237
3595,11684
3596,13141
3597,14592
3598,16010
3599,17365
3600,18638
3601,19796
3602,20820
3603,21685
3604,22366
3605,22846
3606,23107
3607,23136
3608,22919
3609,22453
3610,21734
3611,20754
3612,19535
3613,18066
3614,16374
3615,14470
3616,12370
3617,10105
3618,7698
3619,5171
3620,2571
3621,-93
3622,-2760
3623,-5421
3624,-8026
3625,-10544
3626,-12955
3627,-15204
3628,-17289
3629,-19166
3630,-20816
3631,-22228
3632,-23371
3633,-24247
3634,-24844
3635,-25152
3636,-25186
3637,-24933
3638,-24421
3639,-23648
3640,-22645
3641,-21413
3642,-20003
3643,-18407
3644,-16689
3645,-14846
3646,-12933
3647,-10965
3648,-8984
3649,-7009
3650,-5087
3651,-3224
3652,-1463
3653,180
3654,1688
3655,3031
3656,4211
3657,5207
3658,6016
3659,6636
3660,7065
3661,7312
3662,7378
3663,7282
3664,7032
3665,6648
3666,6148
3667,5549
3668,4879
3669,4159
3670,3405
3671,2654
3672,1910
3673,1212
3674,567
3675,1
3676,-477
3677,-848
3678,-1108
3679,-1241
3680,-1252
3681,-1135
3682,-891
3683,-529
3684,-53
3685,523
3686,1189
3687,1928
3688,2721
3689,3556
3690,4404
3691,5255
3692,6084
3693,6864
3694,7597
3695,8236
3696,8794
3697,9233
3698,9558
3699,9750
3700,9804
3701,9722
3702,9489
3703,9130
3704,8625
3705,8005
3706,7263
3707,6427
3708,5499
3709,4513
3710,3472
3711,2412
3712,1342
3713,290
3714,-718
3715,-1675
3716,-2542
3717,-3319
3718,-3972
3719,-4501
3720,-4886
3721,-5116
3722,-5197
3723,-5111
3724,-4868
3725,-4475
3726,-3924
3727,-3248
3728,-2439
3729,-1531
3730,-530
3731,529
3732,1638
3733,2759
3734,3873
3735,4954
3736,5973
3737,6906
3738,7729
3739,8421
3740,8952
3741,9319
3742,9491
3743,9469
3744,9233
3745,8787
3746,8120
3747,7246
3748,6164
3749,4885
3750,3428
3751,1805
3752,41
3753,-1840
3754,-3812
3755,-5851
3756,-7911
3757,-9990
3758,-12012
3759,-13995
3760,-15864
3761,-17617
3762,-19212
3763,-20623
3764,-21828
3765,-22807
3766,-23539
3767,-24011
3768,-24214
3769,-24136
3770,-23787
3771,-23154
3772,-22257
3773,-21097
3774,-19697
3775,-18067
3776,-16234
3777,-14219
3778,-12055
3779,-9763
3780,-7379
3781,-4936
3782,-2460
3783,7
3784,2446
3785,4815
3786,7091
3787,9243
3788,11255
3789,13090
3790,14751
3791,16197
3792,17445
3793,18461
3794,19259
3795,19830
3796,20183
3797,20316
3798,20254
3799,19990
3800,19562
3801,18968
3802,18244
3803,17398
3804,16464
3805,15456
3806,14400
3807,13322
3808,12235
3809,11167
3810,10133
3811,9149
3812,8227
3813,7387
3814,6624
3815,5956
3816,5382
3817,4892
3818,4505
3819,4191
3820,3957
3821,3789
3822,3671
3823,3592
3824,3541
3825,3488
3826,3436
3827,3347
3828,3226
3829,3036
3830,2787
3831,2441
3832,2011
3833,1473
3834,826
3835,72
3836,-795
3837,-1774
3838,-2844
3839,-4023
3840,-5266
3841,-6588
3842,-7955
3843,-9353
3844,-10765
3845,-12158
3846,-13528
3847,-14823
3848,-16058
3849,-17163
3850,-18166
3851,-18999
3852,-19679
3853,-20168
3854,-20461
3855,-20541
3856,-20408
3857,-20043
3858,-19466
3859,-18653
3860,-17638
3861,-16407
3862,-14988
3863,-13395
3864,-11644
3865,-9760
3866,-7775
3867,-5697
3868,-3586
3869,-1435
3870,688
3871,2786
3872,4802
3873,6722
3874,8515
3875,10152
3876,11612
3877,12878
3878,13921
3879,14746
3880,15323
3881,15663
3882,15753
3883,15600
3884,15212
3885,14594
3886,13767
3887,12742
3888,11547
3889,10197
3890,8732
3891,7160
3892,5533
3893,3863
3894,2195
3895,547
3896,-1035
3897,-2545
3898,-3928
3899,-5185
3900,-6279
3901,-7190
3902,-7917
